SampleID	OutlierCount	Direction	Cutoff	Cohort	NumGenes
samp267	6	Over	5	DGNControl	527
samp268	0	Over	5	DGNControl	527
samp269	1	Over	5	DGNControl	527
samp270	1	Over	5	DGNControl	527
samp271	0	Over	5	DGNControl	527
samp272	0	Over	5	DGNControl	527
samp273	0	Over	5	DGNControl	527
samp274	1	Over	5	DGNControl	527
samp275	0	Over	5	DGNControl	527
samp276	0	Over	5	DGNControl	527
samp277	1	Over	5	DGNControl	527
samp278	0	Over	5	DGNControl	527
samp279	1	Over	5	DGNControl	527
samp280	1	Over	5	DGNControl	527
samp281	0	Over	5	DGNControl	527
samp282	0	Over	5	DGNControl	527
samp283	0	Over	5	DGNControl	527
samp284	0	Over	5	DGNControl	527
samp285	1	Over	5	DGNControl	527
samp286	0	Over	5	DGNControl	527
samp287	0	Over	5	DGNControl	527
samp288	2	Over	5	DGNControl	527
samp289	0	Over	5	DGNControl	527
samp290	1	Over	5	DGNControl	527
samp291	0	Over	5	DGNControl	527
samp292	0	Over	5	DGNControl	527
samp293	1	Over	5	DGNControl	527
samp294	1	Over	5	DGNControl	527
samp295	0	Over	5	DGNControl	527
samp296	0	Over	5	DGNControl	527
samp297	1	Over	5	DGNControl	527
samp298	0	Over	5	DGNControl	527
samp299	0	Over	5	DGNControl	527
samp300	3	Over	5	DGNControl	527
samp301	1	Over	5	DGNControl	527
samp302	1	Over	5	DGNControl	527
samp303	0	Over	5	DGNControl	527
samp304	0	Over	5	DGNControl	527
samp305	0	Over	5	DGNControl	527
samp306	0	Over	5	DGNControl	527
samp307	1	Over	5	DGNControl	527
samp308	0	Over	5	DGNControl	527
samp309	0	Over	5	DGNControl	527
samp310	0	Over	5	DGNControl	527
samp311	0	Over	5	DGNControl	527
samp312	0	Over	5	DGNControl	527
samp313	0	Over	5	DGNControl	527
samp314	1	Over	5	DGNControl	527
samp315	3	Over	5	DGNControl	527
samp316	0	Over	5	DGNControl	527
samp317	0	Over	5	DGNControl	527
samp318	5	Over	5	DGNControl	527
samp319	1	Over	5	DGNControl	527
samp320	0	Over	5	DGNControl	527
samp321	0	Over	5	DGNControl	527
samp322	0	Over	5	DGNControl	527
samp323	0	Over	5	DGNControl	527
samp324	0	Over	5	DGNControl	527
samp325	0	Over	5	DGNControl	527
samp326	0	Over	5	DGNControl	527
samp327	0	Over	5	DGNControl	527
samp328	0	Over	5	DGNControl	527
samp329	0	Over	5	DGNControl	527
samp330	0	Over	5	DGNControl	527
samp331	0	Over	5	DGNControl	527
samp332	0	Over	5	DGNControl	527
samp333	0	Over	5	DGNControl	527
samp334	0	Over	5	DGNControl	527
samp335	0	Over	5	DGNControl	527
samp336	0	Over	5	DGNControl	527
samp337	0	Over	5	DGNControl	527
samp338	0	Over	5	DGNControl	527
samp339	0	Over	5	DGNControl	527
samp340	0	Over	5	DGNControl	527
samp341	0	Over	5	DGNControl	527
samp342	0	Over	5	DGNControl	527
samp343	0	Over	5	DGNControl	527
samp344	0	Over	5	DGNControl	527
samp345	0	Over	5	DGNControl	527
samp346	0	Over	5	DGNControl	527
samp347	0	Over	5	DGNControl	527
samp348	0	Over	5	DGNControl	527
samp349	2	Over	5	DGNControl	527
samp350	0	Over	5	DGNControl	527
samp351	0	Over	5	DGNControl	527
samp352	1	Over	5	DGNControl	527
samp353	1	Over	5	DGNControl	527
samp354	2	Over	5	DGNControl	527
samp355	1	Over	5	DGNControl	527
samp356	1	Over	5	DGNControl	527
samp357	0	Over	5	DGNControl	527
samp358	0	Over	5	DGNControl	527
samp359	0	Over	5	DGNControl	527
samp360	0	Over	5	DGNControl	527
samp361	0	Over	5	DGNControl	527
samp362	1	Over	5	DGNControl	527
samp363	0	Over	5	DGNControl	527
samp364	1	Over	5	DGNControl	527
samp365	0	Over	5	DGNControl	527
samp366	0	Over	5	DGNControl	527
samp367	1	Over	5	DGNControl	527
samp368	0	Over	5	DGNControl	527
samp369	0	Over	5	DGNControl	527
samp370	0	Over	5	DGNControl	527
samp371	0	Over	5	DGNControl	527
samp372	0	Over	5	DGNControl	527
samp373	1	Over	5	DGNControl	527
samp374	0	Over	5	DGNControl	527
samp375	1	Over	5	DGNControl	527
samp376	0	Over	5	DGNControl	527
samp377	0	Over	5	DGNControl	527
samp378	0	Over	5	DGNControl	527
samp379	3	Over	5	DGNControl	527
samp380	1	Over	5	DGNControl	527
samp381	0	Over	5	DGNControl	527
samp382	2	Over	5	DGNControl	527
samp383	0	Over	5	DGNControl	527
samp384	0	Over	5	DGNControl	527
samp385	0	Over	5	DGNControl	527
samp386	0	Over	5	DGNControl	527
samp387	0	Over	5	DGNControl	527
samp388	0	Over	5	DGNControl	527
samp389	1	Over	5	DGNControl	527
samp390	1	Over	5	DGNControl	527
samp391	0	Over	5	DGNControl	527
samp392	0	Over	5	DGNControl	527
samp393	0	Over	5	DGNControl	527
samp394	0	Over	5	DGNControl	527
samp395	0	Over	5	DGNControl	527
samp396	0	Over	5	DGNControl	527
samp397	0	Over	5	DGNControl	527
samp398	0	Over	5	DGNControl	527
samp399	0	Over	5	DGNControl	527
samp400	0	Over	5	DGNControl	527
samp401	0	Over	5	DGNControl	527
samp402	1	Over	5	DGNControl	527
samp403	0	Over	5	DGNControl	527
samp404	0	Over	5	DGNControl	527
samp405	1	Over	5	DGNControl	527
samp406	3	Over	5	DGNControl	527
samp407	1	Over	5	DGNControl	527
samp408	0	Over	5	DGNControl	527
samp409	0	Over	5	DGNControl	527
samp410	0	Over	5	DGNControl	527
samp411	0	Over	5	DGNControl	527
samp412	1	Over	5	DGNControl	527
samp413	0	Over	5	DGNControl	527
samp414	1	Over	5	DGNControl	527
samp415	0	Over	5	DGNControl	527
samp416	14	Over	5	DGNControl	527
samp417	0	Over	5	DGNControl	527
samp418	0	Over	5	DGNControl	527
samp419	0	Over	5	DGNControl	527
samp420	0	Over	5	DGNControl	527
samp421	2	Over	5	DGNControl	527
samp422	0	Over	5	DGNControl	527
samp423	3	Over	5	DGNControl	527
samp424	0	Over	5	DGNControl	527
samp425	1	Over	5	DGNControl	527
samp426	0	Over	5	DGNControl	527
samp427	0	Over	5	DGNControl	527
samp428	0	Over	5	DGNControl	527
samp429	1	Over	5	DGNControl	527
samp430	0	Over	5	DGNControl	527
samp431	0	Over	5	DGNControl	527
samp432	0	Over	5	DGNControl	527
samp433	0	Over	5	DGNControl	527
samp434	0	Over	5	DGNControl	527
samp435	0	Over	5	DGNControl	527
samp436	0	Over	5	DGNControl	527
samp437	0	Over	5	DGNControl	527
samp438	0	Over	5	DGNControl	527
samp439	0	Over	5	DGNControl	527
samp440	0	Over	5	DGNControl	527
samp441	0	Over	5	DGNControl	527
samp442	1	Over	5	DGNControl	527
samp443	2	Over	5	DGNControl	527
samp444	0	Over	5	DGNControl	527
samp445	0	Over	5	DGNControl	527
samp446	0	Over	5	DGNControl	527
samp447	1	Over	5	DGNControl	527
samp448	0	Over	5	DGNControl	527
samp449	0	Over	5	DGNControl	527
samp450	0	Over	5	DGNControl	527
samp451	0	Over	5	DGNControl	527
samp452	1	Over	5	DGNControl	527
samp453	0	Over	5	DGNControl	527
samp454	1	Over	5	DGNControl	527
samp455	0	Over	5	DGNControl	527
samp456	1	Over	5	DGNControl	527
samp457	0	Over	5	DGNControl	527
samp458	0	Over	5	DGNControl	527
samp459	1	Over	5	DGNControl	527
samp460	0	Over	5	DGNControl	527
samp461	1	Over	5	DGNControl	527
samp462	0	Over	5	DGNControl	527
samp463	0	Over	5	DGNControl	527
samp464	0	Over	5	DGNControl	527
samp465	0	Over	5	DGNControl	527
samp466	0	Over	5	DGNControl	527
samp467	1	Over	5	DGNControl	527
samp468	0	Over	5	DGNControl	527
samp469	0	Over	5	DGNControl	527
samp470	1	Over	5	DGNControl	527
samp471	0	Over	5	DGNControl	527
samp472	1	Over	5	DGNControl	527
samp473	1	Over	5	DGNControl	527
samp474	1	Over	5	DGNControl	527
samp475	0	Over	5	DGNControl	527
samp476	1	Over	5	DGNControl	527
samp477	0	Over	5	DGNControl	527
samp478	0	Over	5	DGNControl	527
samp479	1	Over	5	DGNControl	527
samp480	1	Over	5	DGNControl	527
samp481	0	Over	5	DGNControl	527
samp482	1	Over	5	DGNControl	527
samp483	0	Over	5	DGNControl	527
samp484	0	Over	5	DGNControl	527
samp485	0	Over	5	DGNControl	527
samp486	4	Over	5	DGNControl	527
samp487	1	Over	5	DGNControl	527
samp488	0	Over	5	DGNControl	527
samp489	0	Over	5	DGNControl	527
samp490	1	Over	5	DGNControl	527
samp491	1	Over	5	DGNControl	527
samp492	0	Over	5	DGNControl	527
samp493	0	Over	5	DGNControl	527
samp494	0	Over	5	DGNControl	527
samp495	1	Over	5	DGNControl	527
samp496	0	Over	5	DGNControl	527
samp497	1	Over	5	DGNControl	527
samp498	0	Over	5	DGNControl	527
samp499	0	Over	5	DGNControl	527
samp500	0	Over	5	DGNControl	527
samp501	0	Over	5	DGNControl	527
samp502	5	Over	5	DGNControl	527
samp503	0	Over	5	DGNControl	527
samp504	0	Over	5	DGNControl	527
samp505	0	Over	5	DGNControl	527
samp506	0	Over	5	DGNControl	527
samp507	0	Over	5	DGNControl	527
samp508	0	Over	5	DGNControl	527
samp509	0	Over	5	DGNControl	527
samp510	0	Over	5	DGNControl	527
samp511	0	Over	5	DGNControl	527
samp512	1	Over	5	DGNControl	527
samp513	0	Over	5	DGNControl	527
samp514	1	Over	5	DGNControl	527
samp515	1	Over	5	DGNControl	527
samp516	1	Over	5	DGNControl	527
samp517	0	Over	5	DGNControl	527
samp518	0	Over	5	DGNControl	527
samp519	1	Over	5	DGNControl	527
samp520	0	Over	5	DGNControl	527
samp521	0	Over	5	DGNControl	527
samp522	1	Over	5	DGNControl	527
samp523	0	Over	5	DGNControl	527
samp524	0	Over	5	DGNControl	527
samp525	0	Over	5	DGNControl	527
samp526	0	Over	5	DGNControl	527
samp527	5	Over	5	DGNControl	527
samp528	0	Over	5	DGNControl	527
samp529	19	Over	5	DGNControl	527
samp530	1	Over	5	DGNControl	527
samp531	0	Over	5	DGNControl	527
samp532	0	Over	5	DGNControl	527
samp533	0	Over	5	DGNControl	527
samp534	0	Over	5	DGNControl	527
samp535	0	Over	5	DGNControl	527
samp536	2	Over	5	DGNControl	527
samp537	0	Over	5	DGNControl	527
samp538	0	Over	5	DGNControl	527
samp539	0	Over	5	DGNControl	527
samp540	1	Over	5	DGNControl	527
samp541	1	Over	5	DGNControl	527
samp542	0	Over	5	DGNControl	527
samp543	0	Over	5	DGNControl	527
samp544	1	Over	5	DGNControl	527
samp545	0	Over	5	DGNControl	527
samp546	0	Over	5	DGNControl	527
samp547	0	Over	5	DGNControl	527
samp548	0	Over	5	DGNControl	527
samp549	3	Over	5	DGNControl	527
samp550	0	Over	5	DGNControl	527
samp551	0	Over	5	DGNControl	527
samp552	0	Over	5	DGNControl	527
samp553	0	Over	5	DGNControl	527
samp554	0	Over	5	DGNControl	527
samp555	0	Over	5	DGNControl	527
samp556	0	Over	5	DGNControl	527
samp557	1	Over	5	DGNControl	527
samp558	1	Over	5	DGNControl	527
samp559	0	Over	5	DGNControl	527
samp560	0	Over	5	DGNControl	527
samp561	0	Over	5	DGNControl	527
samp562	0	Over	5	DGNControl	527
samp563	0	Over	5	DGNControl	527
samp564	1	Over	5	DGNControl	527
samp565	0	Over	5	DGNControl	527
samp566	0	Over	5	DGNControl	527
samp567	0	Over	5	DGNControl	527
samp568	1	Over	5	DGNControl	527
samp569	1	Over	5	DGNControl	527
samp570	0	Over	5	DGNControl	527
samp571	1	Over	5	DGNControl	527
samp572	1	Over	5	DGNControl	527
samp573	0	Over	5	DGNControl	527
samp574	0	Over	5	DGNControl	527
samp575	2	Over	5	DGNControl	527
samp576	0	Over	5	DGNControl	527
samp577	1	Over	5	DGNControl	527
samp578	0	Over	5	DGNControl	527
samp579	2	Over	5	DGNControl	527
samp580	0	Over	5	DGNControl	527
samp581	0	Over	5	DGNControl	527
samp582	0	Over	5	DGNControl	527
samp583	0	Over	5	DGNControl	527
samp584	4	Over	5	DGNControl	527
samp585	0	Over	5	DGNControl	527
samp586	0	Over	5	DGNControl	527
samp587	0	Over	5	DGNControl	527
samp588	0	Over	5	DGNControl	527
samp589	0	Over	5	DGNControl	527
samp590	2	Over	5	DGNControl	527
samp591	0	Over	5	DGNControl	527
samp592	0	Over	5	DGNControl	527
samp593	1	Over	5	DGNControl	527
samp594	0	Over	5	DGNControl	527
samp595	0	Over	5	DGNControl	527
samp596	0	Over	5	DGNControl	527
samp597	0	Over	5	DGNControl	527
samp598	0	Over	5	DGNControl	527
samp599	0	Over	5	DGNControl	527
samp600	0	Over	5	DGNControl	527
samp601	0	Over	5	DGNControl	527
samp602	0	Over	5	DGNControl	527
samp603	0	Over	5	DGNControl	527
samp604	0	Over	5	DGNControl	527
samp605	0	Over	5	DGNControl	527
samp606	0	Over	5	DGNControl	527
samp607	0	Over	5	DGNControl	527
samp608	1	Over	5	DGNControl	527
samp609	0	Over	5	DGNControl	527
samp610	0	Over	5	DGNControl	527
samp611	0	Over	5	DGNControl	527
samp612	0	Over	5	DGNControl	527
samp613	0	Over	5	DGNControl	527
samp614	0	Over	5	DGNControl	527
samp615	0	Over	5	DGNControl	527
samp616	0	Over	5	DGNControl	527
samp617	1	Over	5	DGNControl	527
samp618	0	Over	5	DGNControl	527
samp619	0	Over	5	DGNControl	527
samp620	0	Over	5	DGNControl	527
samp621	0	Over	5	DGNControl	527
samp622	0	Over	5	DGNControl	527
samp623	1	Over	5	DGNControl	527
samp624	0	Over	5	DGNControl	527
samp625	0	Over	5	DGNControl	527
samp626	0	Over	5	DGNControl	527
samp627	0	Over	5	DGNControl	527
samp628	0	Over	5	DGNControl	527
samp629	0	Over	5	DGNControl	527
samp630	1	Over	5	DGNControl	527
samp631	0	Over	5	DGNControl	527
samp632	1	Over	5	DGNControl	527
samp633	0	Over	5	DGNControl	527
samp634	0	Over	5	DGNControl	527
samp635	1	Over	5	DGNControl	527
samp636	0	Over	5	DGNControl	527
samp637	0	Over	5	DGNControl	527
samp638	0	Over	5	DGNControl	527
samp639	0	Over	5	DGNControl	527
samp640	0	Over	5	DGNControl	527
samp641	0	Over	5	DGNControl	527
samp642	0	Over	5	DGNControl	527
samp643	1	Over	5	DGNControl	527
samp644	0	Over	5	DGNControl	527
samp645	1	Over	5	DGNControl	527
samp646	0	Over	5	DGNControl	527
samp647	0	Over	5	DGNControl	527
samp648	0	Over	5	DGNControl	527
samp649	2	Over	5	DGNControl	527
samp650	0	Over	5	DGNControl	527
samp651	0	Over	5	DGNControl	527
samp652	0	Over	5	DGNControl	527
samp653	1	Over	5	DGNControl	527
samp654	0	Over	5	DGNControl	527
samp655	3	Over	5	DGNControl	527
samp656	0	Over	5	DGNControl	527
samp657	0	Over	5	DGNControl	527
samp658	1	Over	5	DGNControl	527
samp659	0	Over	5	DGNControl	527
samp660	0	Over	5	DGNControl	527
samp661	0	Over	5	DGNControl	527
samp662	1	Over	5	DGNControl	527
samp663	0	Over	5	DGNControl	527
samp664	0	Over	5	DGNControl	527
samp665	0	Over	5	DGNControl	527
samp666	0	Over	5	DGNControl	527
samp667	0	Over	5	DGNControl	527
samp668	1	Over	5	DGNControl	527
samp669	0	Over	5	DGNControl	527
samp670	0	Over	5	DGNControl	527
samp671	0	Over	5	DGNControl	527
samp672	0	Over	5	DGNControl	527
samp673	0	Over	5	DGNControl	527
samp674	1	Over	5	DGNControl	527
samp675	1	Over	5	DGNControl	527
samp676	0	Over	5	DGNControl	527
samp677	0	Over	5	DGNControl	527
samp678	0	Over	5	DGNControl	527
samp679	0	Over	5	DGNControl	527
samp680	0	Over	5	DGNControl	527
samp681	0	Over	5	DGNControl	527
samp682	0	Over	5	DGNControl	527
samp683	3	Over	5	DGNControl	527
samp684	8	Over	5	DGNControl	527
samp685	0	Over	5	DGNControl	527
samp686	1	Over	5	DGNControl	527
samp687	0	Over	5	DGNControl	527
samp688	2	Over	5	DGNControl	527
samp689	0	Over	5	DGNControl	527
samp690	0	Over	5	DGNControl	527
samp691	0	Over	5	DGNControl	527
samp692	0	Over	5	DGNControl	527
samp693	1	Over	5	DGNControl	527
samp694	0	Over	5	DGNControl	527
samp695	0	Over	5	DGNControl	527
samp696	4	Over	5	DGNControl	527
samp697	0	Over	5	DGNControl	527
samp698	1	Over	5	DGNControl	527
samp699	0	Over	5	DGNControl	527
samp700	0	Over	5	DGNControl	527
samp701	0	Over	5	DGNControl	527
samp702	0	Over	5	DGNControl	527
samp703	0	Over	5	DGNControl	527
samp704	8	Over	5	DGNControl	527
samp705	2	Over	5	DGNControl	527
samp706	3	Over	5	DGNControl	527
samp707	0	Over	5	DGNControl	527
samp708	0	Over	5	DGNControl	527
samp709	2	Over	5	DGNControl	527
samp710	0	Over	5	DGNControl	527
samp711	1	Over	5	DGNControl	527
samp712	0	Over	5	DGNControl	527
samp713	0	Over	5	DGNControl	527
samp714	0	Over	5	DGNControl	527
samp715	0	Over	5	DGNControl	527
samp716	0	Over	5	DGNControl	527
samp717	0	Over	5	DGNControl	527
samp718	0	Over	5	DGNControl	527
samp719	0	Over	5	DGNControl	527
samp720	0	Over	5	DGNControl	527
samp721	0	Over	5	DGNControl	527
samp722	0	Over	5	DGNControl	527
samp723	1	Over	5	DGNControl	527
samp724	0	Over	5	DGNControl	527
samp725	2	Over	5	DGNControl	527
samp726	1	Over	5	DGNControl	527
samp727	18	Over	5	DGNControl	527
samp728	0	Over	5	DGNControl	527
samp729	0	Over	5	DGNControl	527
samp730	0	Over	5	DGNControl	527
samp731	0	Over	5	DGNControl	527
samp732	0	Over	5	DGNControl	527
samp733	0	Over	5	DGNControl	527
samp734	1	Over	5	DGNControl	527
samp735	0	Over	5	DGNControl	527
samp736	1	Over	5	DGNControl	527
samp737	1	Over	5	DGNControl	527
samp738	0	Over	5	DGNControl	527
samp739	1	Over	5	DGNControl	527
samp740	0	Over	5	DGNControl	527
samp741	2	Over	5	DGNControl	527
samp742	0	Over	5	DGNControl	527
samp743	0	Over	5	DGNControl	527
samp744	0	Over	5	DGNControl	527
samp745	1	Over	5	DGNControl	527
samp746	1	Over	5	DGNControl	527
samp747	0	Over	5	DGNControl	527
samp748	2	Over	5	DGNControl	527
samp749	0	Over	5	DGNControl	527
samp750	0	Over	5	DGNControl	527
samp751	0	Over	5	DGNControl	527
samp752	0	Over	5	DGNControl	527
samp753	0	Over	5	DGNControl	527
samp754	0	Over	5	DGNControl	527
samp755	4	Over	5	DGNControl	527
samp756	1	Over	5	DGNControl	527
samp757	0	Over	5	DGNControl	527
samp758	1	Over	5	DGNControl	527
samp759	0	Over	5	DGNControl	527
samp760	1	Over	5	DGNControl	527
samp761	0	Over	5	DGNControl	527
samp762	1	Over	5	DGNControl	527
samp763	0	Over	5	DGNControl	527
samp764	1	Over	5	DGNControl	527
samp765	7	Over	5	DGNControl	527
samp766	1	Over	5	DGNControl	527
samp767	2	Over	5	DGNControl	527
samp768	0	Over	5	DGNControl	527
samp769	0	Over	5	DGNControl	527
samp770	0	Over	5	DGNControl	527
samp771	0	Over	5	DGNControl	527
samp772	0	Over	5	DGNControl	527
samp773	1	Over	5	DGNControl	527
samp774	1	Over	5	DGNControl	527
samp775	0	Over	5	DGNControl	527
samp776	0	Over	5	DGNControl	527
samp777	0	Over	5	DGNControl	527
samp778	0	Over	5	DGNControl	527
samp779	0	Over	5	DGNControl	527
samp780	1	Over	5	DGNControl	527
samp781	1	Over	5	DGNControl	527
samp782	1	Over	5	DGNControl	527
samp783	0	Over	5	DGNControl	527
samp784	0	Over	5	DGNControl	527
samp785	0	Over	5	DGNControl	527
samp786	0	Over	5	DGNControl	527
samp787	2	Over	5	DGNControl	527
samp788	1	Over	5	DGNControl	527
samp789	0	Over	5	DGNControl	527
samp790	2	Over	5	DGNControl	527
samp791	1	Over	5	DGNControl	527
samp792	1	Over	5	DGNControl	527
samp793	2	Over	5	DGNControl	527
samp794	0	Over	5	DGNControl	527
samp795	38	Over	5	DGNControl	527
samp796	5	Over	5	DGNControl	527
samp797	0	Over	5	DGNControl	527
samp798	0	Over	5	DGNControl	527
samp799	0	Over	5	DGNControl	527
samp800	0	Over	5	DGNControl	527
samp801	1	Over	5	DGNControl	527
samp802	1	Over	5	DGNControl	527
samp803	0	Over	5	DGNControl	527
samp804	2	Over	5	DGNControl	527
samp805	1	Over	5	DGNControl	527
samp806	0	Over	5	DGNControl	527
samp807	0	Over	5	DGNControl	527
samp808	27	Over	5	DGNControl	527
samp809	0	Over	5	DGNControl	527
samp810	0	Over	5	DGNControl	527
samp811	0	Over	5	DGNControl	527
samp812	1	Over	5	DGNControl	527
samp813	0	Over	5	DGNControl	527
samp814	1	Over	5	DGNControl	527
samp815	1	Over	5	DGNControl	527
samp816	0	Over	5	DGNControl	527
samp817	0	Over	5	DGNControl	527
samp818	0	Over	5	DGNControl	527
samp819	0	Over	5	DGNControl	527
samp820	3	Over	5	DGNControl	527
samp821	0	Over	5	DGNControl	527
samp822	0	Over	5	DGNControl	527
samp823	5	Over	5	DGNControl	527
samp824	1	Over	5	DGNControl	527
samp825	1	Over	5	DGNControl	527
samp826	0	Over	5	DGNControl	527
samp827	2	Over	5	DGNControl	527
samp828	0	Over	5	DGNControl	527
samp829	1	Over	5	DGNControl	527
samp830	0	Over	5	DGNControl	527
samp831	0	Over	5	DGNControl	527
samp832	0	Over	5	DGNControl	527
samp833	0	Over	5	DGNControl	527
samp834	0	Over	5	DGNControl	527
samp835	1	Over	5	DGNControl	527
samp836	0	Over	5	DGNControl	527
samp837	0	Over	5	DGNControl	527
samp838	0	Over	5	DGNControl	527
samp839	0	Over	5	DGNControl	527
samp840	0	Over	5	DGNControl	527
samp841	0	Over	5	DGNControl	527
samp842	1	Over	5	DGNControl	527
samp843	1	Over	5	DGNControl	527
samp844	1	Over	5	DGNControl	527
samp845	1	Over	5	DGNControl	527
samp846	0	Over	5	DGNControl	527
samp847	0	Over	5	DGNControl	527
samp848	0	Over	5	DGNControl	527
samp849	0	Over	5	DGNControl	527
samp850	0	Over	5	DGNControl	527
samp851	4	Over	5	DGNControl	527
samp852	1	Over	5	DGNControl	527
samp853	1	Over	5	DGNControl	527
samp854	1	Over	5	DGNControl	527
samp855	0	Over	5	DGNControl	527
samp856	0	Over	5	DGNControl	527
samp857	1	Over	5	DGNControl	527
samp858	0	Over	5	DGNControl	527
samp859	0	Over	5	DGNControl	527
samp860	0	Over	5	DGNControl	527
samp861	0	Over	5	DGNControl	527
samp862	0	Over	5	DGNControl	527
samp863	1	Over	5	DGNControl	527
samp864	0	Over	5	DGNControl	527
samp865	0	Over	5	DGNControl	527
samp866	1	Over	5	DGNControl	527
samp867	0	Over	5	DGNControl	527
samp868	0	Over	5	DGNControl	527
samp869	0	Over	5	DGNControl	527
samp870	0	Over	5	DGNControl	527
samp871	0	Over	5	DGNControl	527
samp872	1	Over	5	DGNControl	527
samp873	1	Over	5	DGNControl	527
samp874	1	Over	5	DGNControl	527
samp875	0	Over	5	DGNControl	527
samp876	1	Over	5	DGNControl	527
samp877	0	Over	5	DGNControl	527
samp878	1	Over	5	DGNControl	527
samp879	0	Over	5	DGNControl	527
samp880	0	Over	5	DGNControl	527
samp881	0	Over	5	DGNControl	527
samp882	0	Over	5	DGNControl	527
samp883	1	Over	5	DGNControl	527
samp884	1	Over	5	DGNControl	527
samp885	0	Over	5	DGNControl	527
samp886	0	Over	5	DGNControl	527
samp887	0	Over	5	DGNControl	527
samp888	0	Over	5	DGNControl	527
samp889	0	Over	5	DGNControl	527
samp890	0	Over	5	DGNControl	527
samp891	1	Over	5	DGNControl	527
samp892	1	Over	5	DGNControl	527
samp893	0	Over	5	DGNControl	527
samp894	0	Over	5	DGNControl	527
samp895	0	Over	5	DGNControl	527
samp896	0	Over	5	DGNControl	527
samp897	2	Over	5	DGNControl	527
samp898	0	Over	5	DGNControl	527
samp899	0	Over	5	DGNControl	527
samp900	12	Over	5	RDCase	527
samp901	0	Over	5	RDCase	527
samp902	2	Over	5	RDControl	527
samp903	0	Over	5	RDControl	527
samp904	1	Over	5	RDCase	527
samp905	2	Over	5	RDCase	527
samp906	0	Over	5	RDCase	527
samp907	0	Over	5	RDControl	527
samp908	0	Over	5	RDControl	527
samp909	1	Over	5	RDCase	527
samp910	0	Over	5	RDCase	527
samp911	2	Over	5	RDCase	527
samp912	0	Over	5	RDCase	527
samp913	0	Over	5	RDCase	527
samp914	0	Over	5	RDCase	527
samp915	1	Over	5	RDCase	527
samp916	4	Over	5	RDCase	527
samp917	1	Over	5	RDCase	527
samp918	2	Over	5	RDControl	527
samp919	1	Over	5	RDCase	527
samp920	0	Over	5	RDCase	527
samp921	1	Over	5	RDCase	527
samp922	6	Over	5	RDCase	527
samp923	2	Over	5	RDCase	527
samp924	0	Over	5	RDCase	527
samp925	3	Over	5	RDCase	527
samp926	4	Over	5	RDCase	527
samp927	1	Over	5	RDControl	527
samp928	3	Over	5	RDControl	527
samp929	0	Over	5	RDCase	527
samp930	4	Over	5	RDCase	527
samp931	0	Over	5	RDCase	527
samp932	0	Over	5	RDCase	527
samp933	1	Over	5	RDControl	527
samp934	1	Over	5	RDControl	527
samp935	0	Over	5	RDCase	527
samp936	0	Over	5	RDCase	527
samp937	0	Over	5	RDControl	527
samp938	1	Over	5	RDControl	527
samp939	3	Over	5	RDCase	527
samp940	4	Over	5	RDCase	527
samp941	1	Over	5	RDCase	527
samp942	4	Over	5	RDControl	527
samp943	5	Over	5	RDControl	527
samp944	16	Over	5	RDCase	527
samp945	1	Over	5	RDControl	527
samp946	1	Over	5	RDCase	527
samp947	5	Over	5	RDCase	527
samp948	3	Over	5	RDCase	527
samp949	1	Over	5	RDControl	527
samp950	1	Over	5	RDCase	527
samp951	2	Over	5	RDControl	527
samp952	5	Over	5	RDCase	527
samp953	10	Over	5	RDControl	527
samp954	4	Over	5	RDControl	527
samp955	0	Over	5	RDControl	527
samp956	1	Over	5	RDCase	527
samp957	4	Over	5	RDControl	527
samp958	4	Over	5	RDControl	527
samp959	2	Over	5	RDControl	527
samp1	0	Under	5	DGNControl	358
samp2	0	Under	5	DGNControl	358
samp3	0	Under	5	DGNControl	358
samp4	0	Under	5	DGNControl	358
samp5	0	Under	5	DGNControl	358
samp6	1	Under	5	DGNControl	358
samp7	0	Under	5	DGNControl	358
samp8	0	Under	5	DGNControl	358
samp9	0	Under	5	DGNControl	358
samp10	0	Under	5	DGNControl	358
samp11	0	Under	5	DGNControl	358
samp12	0	Under	5	DGNControl	358
samp13	0	Under	5	DGNControl	358
samp14	1	Under	5	DGNControl	358
samp15	0	Under	5	DGNControl	358
samp16	0	Under	5	DGNControl	358
samp17	0	Under	5	DGNControl	358
samp18	0	Under	5	DGNControl	358
samp19	0	Under	5	DGNControl	358
samp20	0	Under	5	DGNControl	358
samp21	1	Under	5	DGNControl	358
samp22	0	Under	5	DGNControl	358
samp23	0	Under	5	DGNControl	358
samp24	1	Under	5	DGNControl	358
samp25	0	Under	5	DGNControl	358
samp26	0	Under	5	DGNControl	358
samp27	0	Under	5	DGNControl	358
samp28	0	Under	5	DGNControl	358
samp29	0	Under	5	DGNControl	358
samp30	2	Under	5	DGNControl	358
samp31	0	Under	5	DGNControl	358
samp32	0	Under	5	DGNControl	358
samp33	0	Under	5	DGNControl	358
samp34	1	Under	5	DGNControl	358
samp35	0	Under	5	DGNControl	358
samp36	0	Under	5	DGNControl	358
samp37	0	Under	5	DGNControl	358
samp38	0	Under	5	DGNControl	358
samp39	0	Under	5	DGNControl	358
samp40	0	Under	5	DGNControl	358
samp41	0	Under	5	DGNControl	358
samp42	0	Under	5	DGNControl	358
samp43	0	Under	5	DGNControl	358
samp44	0	Under	5	DGNControl	358
samp45	1	Under	5	DGNControl	358
